cap-shape,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-color,has-ring,ring-type,habitat,season
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,a
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,n,t,p,g,w,f,f,d,u
x,g,t,p,g,w,f,f,d,a
x,g,t,p,g,w,f,f,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,y,f,p,y,y,t,,d,a
x,y,f,p,y,y,t,,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,u
x,n,t,p,n,n,t,p,d,a
x,n,t,p,y,n,t,p,d,u
x,n,t,p,y,n,t,p,d,a
